query,layer,head,pre_len,post_len,cached_kv_len,visual_start,prev_visual_tokens,current_chunk_tokens,manual_prev_mass,manual_current_mass,manual_current_share,manual_current_to_prev_per_token_ratio,eager_prev_mass,eager_current_mass,eager_current_share,eager_current_to_prev_per_token_ratio,abs_current_share_diff,video_idx,chunk_idx,question_idx,frame_start,frame_end,task
local,2,27,6014,27542,27542,14,6000,21528,0.00010788440704345703,0.2005615234375,0.999462366104126,518.0985107421875,8.338689804077148e-05,0.08428955078125,0.9990116953849792,281.7034912109375,0.0004506707191467285,0,2,1,19,35,Attribute Recognition
local,3,0,6014,27542,27542,14,6000,21528,0.01041412353515625,0.165283203125,0.9407269358634949,4.423370838165283,0.003971099853515625,0.10748291015625,0.96437007188797,7.543545246124268,0.023643136024475098,0,2,1,19,35,Attribute Recognition
local,3,1,6014,27542,27542,14,6000,21528,6.192922592163086e-05,0.0181121826171875,0.9965924620628357,81.50431823730469,7.808208465576172e-05,0.05340576171875,0.9985401034355164,190.61228942871094,0.001947641372680664,0,2,1,19,35,Attribute Recognition
local,3,2,6014,27542,27542,14,6000,21528,0.038970947265625,0.31884765625,0.8910874128341675,2.2802884578704834,0.002208709716796875,0.1788330078125,0.9878000020980835,22.566041946411133,0.09671258926391602,0,2,1,19,35,Attribute Recognition
local,3,3,6014,27542,27542,14,6000,21528,0.0247955322265625,0.33154296875,0.9304158091545105,3.726608991622925,0.0013170242309570312,0.08502197265625,0.9847459197044373,17.992149353027344,0.05433011054992676,0,2,1,19,35,Attribute Recognition
local,3,4,6014,27542,27542,14,6000,21528,0.0160369873046875,0.12469482421875,0.8860457539558411,2.1670706272125244,0.003955841064453125,0.1683349609375,0.9770397543907166,11.859936714172363,0.09099400043487549,0,2,1,19,35,Attribute Recognition
local,3,5,6014,27542,27542,14,6000,21528,0.035491943359375,0.26708984375,0.8827029466629028,2.097370147705078,0.0093841552734375,0.135009765625,0.9350100159645081,4.009749889373779,0.052307069301605225,0,2,1,19,35,Attribute Recognition
local,3,6,6014,27542,27542,14,6000,21528,0.01032257080078125,0.41259765625,0.9755921363830566,11.140026092529297,0.0037631988525390625,0.12841796875,0.971530020236969,9.510765075683594,0.0040621161460876465,0,2,1,19,35,Attribute Recognition
local,3,7,6014,27542,27542,14,6000,21528,0.0035953521728515625,0.57763671875,0.99381422996521,44.77753448486328,0.0007233619689941406,0.1920166015625,0.9962469339370728,73.98217010498047,0.002432703971862793,0,2,1,19,35,Attribute Recognition
local,3,8,6014,27542,27542,14,6000,21528,0.435791015625,0.1375732421875,0.23994038999080658,0.08798391371965408,0.33349609375,0.3251953125,0.4936990439891815,0.2717697322368622,0.25375866889953613,0,2,1,19,35,Attribute Recognition
local,3,9,6014,27542,27542,14,6000,21528,0.005718231201171875,0.1575927734375,0.9649856090545654,7.681069374084473,0.00704193115234375,0.1680908203125,0.9597908854484558,6.6527228355407715,0.005194723606109619,0,2,1,19,35,Attribute Recognition
local,3,10,6014,27542,27542,14,6000,21528,0.0002434253692626953,0.002582550048828125,0.9138614535331726,2.956785202026367,0.0005702972412109375,0.059661865234375,0.9905316829681396,29.15671157836914,0.07667022943496704,0,2,1,19,35,Attribute Recognition
local,3,11,6014,27542,27542,14,6000,21528,0.043243408203125,0.71484375,0.9429572224617004,4.607217311859131,0.0009207725524902344,0.60693359375,0.9984852075576782,183.71031188964844,0.05552798509597778,0,2,1,19,35,Attribute Recognition
local,3,12,6014,27542,27542,14,6000,21528,0.0008707046508789062,0.78173828125,0.9988874197006226,250.22752380371094,0.001277923583984375,0.7314453125,0.9982559084892273,159.522705078125,0.0006315112113952637,0,2,1,19,35,Attribute Recognition
local,3,13,6014,27542,27542,14,6000,21528,0.033966064453125,0.798828125,0.9592143297195435,6.554742336273193,0.0005927085876464844,0.3427734375,0.9982738494873047,161.17922973632812,0.03905951976776123,0,2,1,19,35,Attribute Recognition
local,3,14,6014,27542,27542,14,6000,21528,0.315673828125,0.5244140625,0.6242371201515198,0.4630025029182434,0.33935546875,0.263427734375,0.4370190501213074,0.21634864807128906,0.1872180700302124,0,2,1,19,35,Attribute Recognition
local,3,15,6014,27542,27542,14,6000,21528,0.211669921875,0.307373046875,0.5921919345855713,0.4047195613384247,0.23828125,0.06671142578125,0.21873123943805695,0.0780293345451355,0.37346071004867554,0,2,1,19,35,Attribute Recognition
local,3,16,6014,27542,27542,14,6000,21528,0.2127685546875,0.4345703125,0.6713181138038635,0.569246232509613,0.2095947265625,0.295166015625,0.5847641825675964,0.39249446988105774,0.08655393123626709,0,2,1,19,35,Attribute Recognition
local,3,17,6014,27542,27542,14,6000,21528,0.06060791015625,0.32080078125,0.8410945534706116,1.4752092361450195,0.07379150390625,0.07745361328125,0.5121065378189087,0.2925383746623993,0.3289880156517029,0,2,1,19,35,Attribute Recognition
local,3,18,6014,27542,27542,14,6000,21528,0.002605438232421875,0.9951171875,0.9973886013031006,106.44861602783203,0.1650390625,0.25927734375,0.6110472083091736,0.4378499984741211,0.386341392993927,0,2,1,19,35,Attribute Recognition
local,3,19,6014,27542,27542,14,6000,21528,0.00021755695343017578,0.001461029052734375,0.8703927397727966,1.8716362714767456,0.3447265625,0.0638427734375,0.15625934302806854,0.05161602795124054,0.7141333818435669,0,2,1,19,35,Attribute Recognition
local,3,20,6014,27542,27542,14,6000,21528,0.322509765625,0.2451171875,0.43182796239852905,0.21182559430599213,0.222412109375,0.05596923828125,0.20105239748954773,0.07013560086488724,0.23077556490898132,0,2,1,19,35,Attribute Recognition
local,3,21,6014,27542,27542,14,6000,21528,0.0006966590881347656,0.256103515625,0.9972871541976929,102.45639038085938,2.2709369659423828e-05,0.07421875,0.9996941089630127,910.6287231445312,0.0024069547653198242,0,2,1,19,35,Attribute Recognition
local,3,22,6014,27542,27542,14,6000,21528,0.0008411407470703125,0.327392578125,0.9974373579025269,108.4787368774414,0.0001556873321533203,0.169189453125,0.9990806579589844,302.8662109375,0.0016433000564575195,0,2,1,19,35,Attribute Recognition
local,3,23,6014,27542,27542,14,6000,21528,0.0034084320068359375,0.41162109375,0.9917874932289124,33.658111572265625,0.0001544952392578125,0.1552734375,0.9990059733390808,280.0997619628906,0.007218480110168457,0,2,1,19,35,Attribute Recognition
local,3,24,6014,27542,27542,14,6000,21528,0.00030922889709472656,0.406494140625,0.9992398619651794,366.3644714355469,1.9729137420654297e-05,0.1632080078125,0.9998791217803955,2304.8828125,0.0006392598152160645,0,2,1,19,35,Attribute Recognition
local,3,25,6014,27542,27542,14,6000,21528,0.00010091066360473633,0.409912109375,0.9997538924217224,1132.0755615234375,1.436471939086914e-05,0.123779296875,0.9998839497566223,2400.5849609375,0.00013005733489990234,0,2,1,19,35,Attribute Recognition
local,3,26,6014,27542,27542,14,6000,21528,0.0016603469848632812,0.23583984375,0.993009090423584,39.58806610107422,8.052587509155273e-05,0.09112548828125,0.9991170763969421,315.36944580078125,0.006107985973358154,0,2,1,19,35,Attribute Recognition
local,3,27,6014,27542,27542,14,6000,21528,0.00940704345703125,0.2186279296875,0.958747386932373,6.477385997772217,0.0001728534698486328,0.2276611328125,0.999241292476654,367.0652770996094,0.040493905544281006,0,2,1,19,35,Attribute Recognition
local,4,0,6014,27542,27542,14,6000,21528,0.10870361328125,0.46435546875,0.8103099465370178,1.1905676126480103,0.1358642578125,0.03326416015625,0.19667990505695343,0.0682368353009224,0.6136300563812256,0,2,1,19,35,Attribute Recognition
local,4,1,6014,27542,27542,14,6000,21528,0.0465087890625,0.33251953125,0.877294659614563,1.9926434755325317,0.09222412109375,0.09356689453125,0.5036136507987976,0.282764732837677,0.3736810088157654,0,2,1,19,35,Attribute Recognition
local,4,2,6014,27542,27542,14,6000,21528,0.01555633544921875,0.029266357421875,0.6529361605644226,0.5243349075317383,0.025604248046875,0.0184478759765625,0.4187738001346588,0.2008083611726761,0.2341623604297638,0,2,1,19,35,Attribute Recognition
local,4,3,6014,27542,27542,14,6000,21528,0.033538818359375,0.00791168212890625,0.19087061285972595,0.06574588268995285,0.056182861328125,0.022796630859375,0.2886398732662201,0.11308743059635162,0.09776926040649414,0,2,1,19,35,Attribute Recognition
local,4,4,6014,27542,27542,14,6000,21528,0.04486083984375,0.7265625,0.9418466687202454,4.513911724090576,0.11358642578125,0.1226806640625,0.5192456841468811,0.3010213077068329,0.42260098457336426,0,2,1,19,35,Attribute Recognition
local,4,5,6014,27542,27542,14,6000,21528,0.0,1.0,1.0,46451132.0,0.0888671875,0.1424560546875,0.6158311367034912,0.44677311182022095,0.3841688632965088,0,2,1,19,35,Attribute Recognition
local,4,6,6014,27542,27542,14,6000,21528,0.14892578125,0.6494140625,0.8134556412696838,1.2153443098068237,0.16162109375,0.11383056640625,0.413250595331192,0.1962946206331253,0.4002050459384918,0,2,1,19,35,Attribute Recognition
local,4,7,6014,27542,27542,14,6000,21528,0.0016222000122070312,0.0024700164794921875,0.603588879108429,0.4243668019771576,0.030059814453125,0.05584716796875,0.6500887870788574,0.5178003907203674,0.04649990797042847,0,2,1,19,35,Attribute Recognition
local,4,8,6014,27542,27542,14,6000,21528,9.179115295410156e-06,0.0002613067626953125,0.9660643339157104,7.9289116859436035,0.01297760009765625,0.00196075439453125,0.13125638663768768,0.04210912436246872,0.8348079323768616,0,2,1,19,35,Attribute Recognition
local,4,9,6014,27542,27542,14,6000,21528,1.9073486328125e-06,0.0014514923095703125,0.9986876845359802,211.43077087402344,0.0011692047119140625,0.021881103515625,0.9492759704589844,5.215837001800537,0.04941171407699585,0,2,1,19,35,Attribute Recognition
local,4,10,6014,27542,27542,14,6000,21528,3.135204315185547e-05,7.331371307373047e-05,0.7004556059837341,0.6516041159629822,0.08465576171875,0.0002808570861816406,0.003306666621938348,0.0009246479021385312,0.6971489191055298,0,2,1,19,35,Attribute Recognition
local,4,11,6014,27542,27542,14,6000,21528,5.781650543212891e-06,0.037506103515625,0.9998458623886108,1806.12255859375,0.0014352798461914062,0.1434326171875,0.9900925159454346,27.8520450592041,0.00975334644317627,0,2,1,19,35,Attribute Recognition
local,4,12,6014,27542,27542,14,6000,21528,5.543231964111328e-06,3.0517578125e-05,0.8462809920310974,1.532726764678955,0.0005488395690917969,0.0012989044189453125,0.7029677629470825,0.6595907807350159,0.1433132290840149,0,2,1,19,35,Attribute Recognition
local,4,13,6014,27542,27542,14,6000,21528,0.0015048980712890625,0.00020432472229003906,0.11954247206449509,0.037840742617845535,0.6064453125,0.007656097412109375,0.01246715523302555,0.0035185471642762423,0.10707531869411469,0,2,1,19,35,Attribute Recognition
local,4,14,6014,27542,27542,14,6000,21528,0.003170013427734375,0.256591796875,0.9877964854240417,22.5594425201416,0.00208282470703125,0.0211181640625,0.9102268815040588,2.8258543014526367,0.07756960391998291,0,2,1,19,35,Attribute Recognition
local,4,15,6014,27542,27542,14,6000,21528,0.0017938613891601562,0.2646484375,0.9932673573493958,41.117488861083984,0.0029010772705078125,0.061004638671875,0.9546037912368774,5.8607096672058105,0.03866356611251831,0,2,1,19,35,Attribute Recognition
local,4,16,6014,27542,27542,14,6000,21528,0.0032100677490234375,0.19287109375,0.9836288690567017,16.745559692382812,0.00394439697265625,0.1124267578125,0.966105043888092,7.943940162658691,0.01752382516860962,0,2,1,19,35,Attribute Recognition
local,4,17,6014,27542,27542,14,6000,21528,0.01056671142578125,0.01132965087890625,0.5174216032028198,0.2988298535346985,0.06536865234375,0.1419677734375,0.684721827507019,0.6052959561347961,0.16730022430419922,0,2,1,19,35,Attribute Recognition
local,4,18,6014,27542,27542,14,6000,21528,0.01000213623046875,0.1715087890625,0.9448951482772827,4.7790422439575195,0.0015230178833007812,0.00629425048828125,0.8051726222038269,1.1518207788467407,0.1397225260734558,0,2,1,19,35,Attribute Recognition
local,4,19,6014,27542,27542,14,6000,21528,0.0031299591064453125,0.1119384765625,0.9727991223335266,9.967527389526367,0.0027790069580078125,0.011474609375,0.805031418800354,1.1507868766784668,0.1677677035331726,0,2,1,19,35,Attribute Recognition
local,4,20,6014,27542,27542,14,6000,21528,0.004207611083984375,0.163330078125,0.9748855829238892,10.818760871887207,0.0017366409301757812,0.00273895263671875,0.6119752526283264,0.4395624101161957,0.36291033029556274,0,2,1,19,35,Attribute Recognition
local,4,21,6014,27542,27542,14,6000,21528,0.0006456375122070312,0.11761474609375,0.9945405721664429,50.77109909057617,0.0017995834350585938,0.0183868408203125,0.910851776599884,2.8476147651672363,0.08368879556655884,0,2,1,19,35,Attribute Recognition
local,4,22,6014,27542,27542,14,6000,21528,0.0001964569091796875,0.061309814453125,0.9968059062957764,86.97551727294922,0.00033855438232421875,0.018341064453125,0.9818757176399231,15.0985746383667,0.014930188655853271,0,2,1,19,35,Attribute Recognition
local,4,23,6014,27542,27542,14,6000,21528,0.00012302398681640625,0.01348114013671875,0.9909569025039673,30.53959083557129,0.0003368854522705078,0.0055389404296875,0.9426658749580383,4.582308292388916,0.048291027545928955,0,2,1,19,35,Attribute Recognition
local,4,24,6014,27542,27542,14,6000,21528,0.0061492919921875,0.251220703125,0.9761071801185608,11.386164665222168,0.004604339599609375,0.06256103515625,0.9314477443695068,3.786897659301758,0.044659435749053955,0,2,1,19,35,Attribute Recognition
local,4,25,6014,27542,27542,14,6000,21528,8.767843246459961e-05,0.00946807861328125,0.9908245205879211,30.094484329223633,0.00018227100372314453,0.00949859619140625,0.9811720252037048,14.523628234863281,0.009652495384216309,0,2,1,19,35,Attribute Recognition
local,4,26,6014,27542,27542,14,6000,21528,0.048553466796875,0.30224609375,0.8615919947624207,1.7349539995193481,0.06317138671875,0.19482421875,0.7551454901695251,0.8595477938652039,0.10644650459289551,0,2,1,19,35,Attribute Recognition
local,4,27,6014,27542,27542,14,6000,21528,0.0004222393035888672,0.0160369873046875,0.9743463397026062,10.585356712341309,0.00035262107849121094,0.00524139404296875,0.9369645714759827,4.1426544189453125,0.037381768226623535,0,2,1,19,35,Attribute Recognition
local,5,0,6014,27542,27542,14,6000,21528,0.0067596435546875,0.69873046875,0.9904184937477112,28.809322357177734,0.00838470458984375,0.63623046875,0.9869927167892456,21.148225784301758,0.003425776958465576,0,2,1,19,35,Attribute Recognition
local,5,1,6014,27542,27542,14,6000,21528,0.0021228790283203125,0.6416015625,0.9967021942138672,84.23382568359375,0.0015840530395507812,0.15234375,0.9897091388702393,26.8040771484375,0.00699305534362793,0,2,1,19,35,Attribute Recognition
local,5,2,6014,27542,27542,14,6000,21528,0.004329681396484375,0.6337890625,0.9932149052619934,40.797706604003906,0.00495147705078125,0.07257080078125,0.9361283183097839,4.084831714630127,0.05708658695220947,0,2,1,19,35,Attribute Recognition
local,5,3,6014,27542,27542,14,6000,21528,0.0081329345703125,0.1575927734375,0.950925350189209,5.400528430938721,0.0032444000244140625,0.03863525390625,0.9225304126739502,3.3189151287078857,0.02839493751525879,0,2,1,19,35,Attribute Recognition
local,5,4,6014,27542,27542,14,6000,21528,0.006435394287109375,0.70849609375,0.9909985661506653,30.683818817138672,0.00438690185546875,0.41064453125,0.9894299507141113,26.088857650756836,0.001568615436553955,0,2,1,19,35,Attribute Recognition
local,5,5,6014,27542,27542,14,6000,21528,0.06439208984375,0.197021484375,0.7536773085594177,0.8527635335922241,0.0970458984375,0.262939453125,0.7304170727729797,0.7551376223564148,0.02326023578643799,0,2,1,19,35,Attribute Recognition
local,5,6,6014,27542,27542,14,6000,21528,0.06390380859375,0.50390625,0.8874556422233582,2.1977107524871826,0.052734375,0.5439453125,0.9116203188896179,2.8748087882995605,0.024164676666259766,0,2,1,19,35,Attribute Recognition
local,5,7,6014,27542,27542,14,6000,21528,0.0099639892578125,0.174560546875,0.9460018277168274,4.8827009201049805,0.005008697509765625,0.021209716796875,0.8089625835418701,1.1802040338516235,0.13703924417495728,0,2,1,19,35,Attribute Recognition
local,5,8,6014,27542,27542,14,6000,21528,0.09344482421875,0.09271240234375,0.4980327785015106,0.27652227878570557,0.10076904296875,0.0142669677734375,0.1240217536687851,0.03945954144001007,0.3740110397338867,0,2,1,19,35,Attribute Recognition
local,5,9,6014,27542,27542,14,6000,21528,0.01047515869140625,0.328125,0.9690633416175842,8.730237007141113,0.0252685546875,0.10577392578125,0.8071727752685547,1.1666637659072876,0.16189056634902954,0,2,1,19,35,Attribute Recognition
local,5,10,6014,27542,27542,14,6000,21528,0.01959228515625,0.8857421875,0.978359043598175,12.599974632263184,0.03436279296875,0.059600830078125,0.6342968344688416,0.483405202627182,0.3440622091293335,0,2,1,19,35,Attribute Recognition
local,5,11,6014,27542,27542,14,6000,21528,0.0457763671875,0.5185546875,0.9188838601112366,3.1571900844573975,0.1422119140625,0.036529541015625,0.20437084138393402,0.07159056514501572,0.7145130038261414,0,2,1,19,35,Attribute Recognition
local,5,12,6014,27542,27542,14,6000,21528,0.015899658203125,0.97021484375,0.9838764667510986,17.00699234008789,0.0452880859375,0.0692138671875,0.60447758436203,0.42594805359840393,0.3793988823890686,0,2,1,19,35,Attribute Recognition
local,5,13,6014,27542,27542,14,6000,21528,0.00033092498779296875,0.99365234375,0.9996670484542847,836.8441772460938,0.04705810546875,0.1583251953125,0.7708766460418701,0.937698245048523,0.22879040241241455,0,2,1,19,35,Attribute Recognition
local,5,14,6014,27542,27542,14,6000,21528,0.025909423828125,0.19921875,0.8849125504493713,2.142988920211792,0.0123138427734375,0.036895751953125,0.7497674226760864,0.8350839614868164,0.1351451277732849,0,2,1,19,35,Attribute Recognition
local,5,15,6014,27542,27542,14,6000,21528,0.073486328125,0.277587890625,0.7906814813613892,1.052789330482483,0.046142578125,0.02490234375,0.3505154550075531,0.1504131704568863,0.44016602635383606,0,2,1,19,35,Attribute Recognition
local,5,16,6014,27542,27542,14,6000,21528,0.006076812744140625,0.056915283203125,0.9035305380821228,2.610358476638794,0.01727294921875,0.0246734619140625,0.5882139205932617,0.3981172442436218,0.3153166174888611,0,2,1,19,35,Attribute Recognition
local,5,17,6014,27542,27542,14,6000,21528,0.07452392578125,0.1551513671875,0.6755248308181763,0.5802396535873413,0.056182861328125,0.05963134765625,0.5148879885673523,0.2958137094974518,0.16063684225082397,0,2,1,19,35,Attribute Recognition
local,5,18,6014,27542,27542,14,6000,21528,0.0053558349609375,0.146484375,0.9647271633148193,7.622741222381592,0.08148193359375,0.0087127685546875,0.09659955650568008,0.02980179153382778,0.8681275844573975,0,2,1,19,35,Attribute Recognition
local,5,19,6014,27542,27542,14,6000,21528,0.01971435546875,0.08428955078125,0.81044602394104,1.191622257232666,0.220947265625,0.00518798828125,0.022941971197724342,0.006544220261275768,0.7875040769577026,0,2,1,19,35,Attribute Recognition
local,5,20,6014,27542,27542,14,6000,21528,0.006763458251953125,0.0723876953125,0.9145501255989075,2.9829301834106445,0.060516357421875,0.04052734375,0.40108728408813477,0.18664780259132385,0.5134628415107727,0,2,1,19,35,Attribute Recognition
local,5,21,6014,27542,27542,14,6000,21528,0.01104736328125,0.033721923828125,0.7532379031181335,0.8507481813430786,0.029449462890625,0.059722900390625,0.6697467565536499,0.5652115345001221,0.08349114656448364,0,2,1,19,35,Attribute Recognition
local,5,22,6014,27542,27542,14,6000,21528,0.0016832351684570312,0.042449951171875,0.9618601202964783,7.0287556648254395,0.0018978118896484375,0.036956787109375,0.9511560797691345,5.427342891693115,0.01070404052734375,0,2,1,19,35,Attribute Recognition
local,5,23,6014,27542,27542,14,6000,21528,0.0029296875,0.0439453125,0.9375,4.180593490600586,0.0012378692626953125,0.0162353515625,0.9291561841964722,3.655378818511963,0.008343815803527832,0,2,1,19,35,Attribute Recognition
local,5,24,6014,27542,27542,14,6000,21528,0.0021991729736328125,0.1795654296875,0.987900972366333,22.756723403930664,0.0015726089477539062,0.07867431640625,0.9804028868675232,13.943062782287598,0.0074980854988098145,0,2,1,19,35,Attribute Recognition
local,5,25,6014,27542,27542,14,6000,21528,0.0013990402221679688,0.031829833984375,0.9578968286514282,6.340884685516357,0.0005426406860351562,0.002971649169921875,0.8455902338027954,1.5262579917907715,0.11230659484863281,0,2,1,19,35,Attribute Recognition
local,5,26,6014,27542,27542,14,6000,21528,0.0008630752563476562,0.12255859375,0.9930071234703064,39.57670593261719,0.000682830810546875,0.1651611328125,0.9958826899528503,67.41219329833984,0.0028755664825439453,0,2,1,19,35,Attribute Recognition
local,5,27,6014,27542,27542,14,6000,21528,0.00214385986328125,0.0797119140625,0.9738093018531799,10.362706184387207,0.0006198883056640625,0.0198974609375,0.9697871208190918,8.945972442626953,0.004022181034088135,0,2,1,19,35,Attribute Recognition
local,6,0,6014,27542,27542,14,6000,21528,0.001476287841796875,0.1170654296875,0.9875462651252747,22.100566864013672,0.0003631114959716797,0.0160980224609375,0.9779412746429443,12.355857849121094,0.009604990482330322,0,2,1,19,35,Attribute Recognition
local,6,1,6014,27542,27542,14,6000,21528,5.4836273193359375e-05,0.005779266357421875,0.9906007647514343,29.370059967041016,5.543231964111328e-05,0.004131317138671875,0.9867600798606873,20.769498825073242,0.0038406848907470703,0,2,1,19,35,Attribute Recognition
local,6,2,6014,27542,27542,14,6000,21528,0.00013589859008789062,0.031646728515625,0.9957241415977478,64.8996353149414,4.976987838745117e-05,0.006175994873046875,0.9920058250427246,34.58083724975586,0.0037183165550231934,0,2,1,19,35,Attribute Recognition
local,6,3,6014,27542,27542,14,6000,21528,0.00016760826110839844,0.0570068359375,0.997068464756012,94.79021453857422,6.860494613647461e-05,0.006404876708984375,0.989402174949646,26.017459869384766,0.007666289806365967,0,2,1,19,35,Attribute Recognition
local,6,4,6014,27542,27542,14,6000,21528,2.664327621459961e-05,0.005367279052734375,0.9950605034828186,56.132747650146484,0.00013208389282226562,0.0155029296875,0.9915520548820496,32.710845947265625,0.003508448600769043,0,2,1,19,35,Attribute Recognition
local,6,5,6014,27542,27542,14,6000,21528,0.004150390625,0.310546875,0.9868114590644836,20.85379409790039,0.00043082237243652344,0.0283660888671875,0.9850392937660217,18.35028076171875,0.001772165298461914,0,2,1,19,35,Attribute Recognition
local,6,6,6014,27542,27542,14,6000,21528,7.981061935424805e-05,0.0243988037109375,0.9967395663261414,85.19670104980469,3.439188003540039e-05,0.005859375,0.9941647052764893,47.47523880004883,0.0025748610496520996,0,2,1,19,35,Attribute Recognition
local,6,7,6014,27542,27542,14,6000,21528,0.002490997314453125,0.6708984375,0.9963008165359497,75.06371307373047,0.0035572052001953125,0.0120086669921875,0.7714740633964539,0.9408766627311707,0.22482675313949585,0,2,1,19,35,Attribute Recognition
local,6,8,6014,27542,27542,14,6000,21528,0.003620147705078125,0.76025390625,0.9952608346939087,58.53009033203125,0.00830841064453125,0.01543426513671875,0.6500642895698547,0.5177441835403442,0.34519654512405396,0,2,1,19,35,Attribute Recognition
local,6,9,6014,27542,27542,14,6000,21528,0.0028972625732421875,0.37548828125,0.9923430681228638,36.1206169128418,0.0298309326171875,0.1905517578125,0.8646402955055237,1.780301809310913,0.1277027726173401,0,2,1,19,35,Attribute Recognition
local,6,10,6014,27542,27542,14,6000,21528,0.00394439697265625,0.0116119384765625,0.7464443445205688,0.8204857110977173,0.00876617431640625,0.11065673828125,0.9265955686569214,3.518155336380005,0.18015122413635254,0,2,1,19,35,Attribute Recognition
local,6,11,6014,27542,27542,14,6000,21528,0.0072479248046875,0.453369140625,0.9842647314071655,17.433534622192383,0.06976318359375,0.1409912109375,0.668983519077301,0.5632656812667847,0.3152812123298645,0,2,1,19,35,Attribute Recognition
local,6,12,6014,27542,27542,14,6000,21528,0.000553131103515625,0.99951171875,0.9994469285011292,503.61962890625,0.0298614501953125,0.10479736328125,0.7782436013221741,0.9781083464622498,0.22120332717895508,0,2,1,19,35,Attribute Recognition
local,6,13,6014,27542,27542,14,6000,21528,0.07391357421875,0.802734375,0.9156861305236816,3.0268797874450684,0.11328125,0.061981201171875,0.353647917509079,0.15249285101890564,0.5620381832122803,0,2,1,19,35,Attribute Recognition
local,6,14,6014,27542,27542,14,6000,21528,0.00844573974609375,0.61572265625,0.9864687919616699,20.31864356994629,0.0036449432373046875,0.367431640625,0.9901773929595947,28.095232009887695,0.0037086009979248047,0,2,1,19,35,Attribute Recognition
local,6,15,6014,27542,27542,14,6000,21528,0.0010309219360351562,0.268310546875,0.9961724281311035,72.53656768798828,0.0023174285888671875,0.0157623291015625,0.871821939945221,1.8956600427627563,0.12435048818588257,0,2,1,19,35,Attribute Recognition
local,6,16,6014,27542,27542,14,6000,21528,0.0004055500030517578,0.450439453125,0.9991004467010498,309.5516662597656,0.007404327392578125,0.0288543701171875,0.7957916855812073,1.0861083269119263,0.20330876111984253,0,2,1,19,35,Attribute Recognition
local,6,17,6014,27542,27542,14,6000,21528,0.06842041015625,0.5859375,0.8954388499259949,2.386784076690674,0.06591796875,0.311767578125,0.8254686594009399,1.3181798458099365,0.06997019052505493,0,2,1,19,35,Attribute Recognition
local,6,18,6014,27542,27542,14,6000,21528,0.0008902549743652344,0.83447265625,0.998934268951416,261.2415771484375,0.01216888427734375,0.69921875,0.9828941822052002,16.01436424255371,0.01604008674621582,0,2,1,19,35,Attribute Recognition
local,6,19,6014,27542,27542,14,6000,21528,0.0145263671875,0.689453125,0.979365348815918,13.22802734375,0.05145263671875,0.2724609375,0.8411532044410706,1.4758565425872803,0.1382121443748474,0,2,1,19,35,Attribute Recognition
local,6,20,6014,27542,27542,14,6000,21528,0.0004870891571044922,0.8046875,0.9993950724601746,460.4272155761719,0.01348114013671875,0.1478271484375,0.9164262413978577,3.056152105331421,0.0829688310623169,0,2,1,19,35,Attribute Recognition
local,6,21,6014,27542,27542,14,6000,21528,0.033355712890625,0.0892333984375,0.7279064059257507,0.7455979585647583,0.06097412109375,0.00907135009765625,0.12950658798217773,0.04146425798535347,0.598399817943573,0,2,1,19,35,Attribute Recognition
local,6,22,6014,27542,27542,14,6000,21528,0.044677734375,0.128173828125,0.741525411605835,0.7995685338973999,0.1121826171875,0.06884765625,0.38031017780303955,0.17104528844356537,0.3612152338027954,0,2,1,19,35,Attribute Recognition
local,6,23,6014,27542,27542,14,6000,21528,0.018096923828125,0.75341796875,0.976543664932251,11.603222846984863,0.1051025390625,0.199951171875,0.6554622054100037,0.5302225947380066,0.3210814595222473,0,2,1,19,35,Attribute Recognition
local,6,24,6014,27542,27542,14,6000,21528,0.044158935546875,0.462890625,0.9129100441932678,2.9215095043182373,0.04351806640625,0.211181640625,0.8291397094726562,1.352489948272705,0.08377033472061157,0,2,1,19,35,Attribute Recognition
local,6,25,6014,27542,27542,14,6000,21528,0.01666259765625,0.236328125,0.9341375231742859,3.95293927192688,0.028656005859375,0.035125732421875,0.5507177114486694,0.3416309654712677,0.38341981172561646,0,2,1,19,35,Attribute Recognition
local,6,26,6014,27542,27542,14,6000,21528,0.0162811279296875,0.26123046875,0.9413317441940308,4.4718451499938965,0.043670654296875,0.08673095703125,0.665106475353241,0.5535182356834412,0.2762252688407898,0,2,1,19,35,Attribute Recognition
local,6,27,6014,27542,27542,14,6000,21528,0.0138702392578125,0.4033203125,0.9667532444000244,8.104263305664062,0.01922607421875,0.0853271484375,0.8161121010780334,1.2369269132614136,0.15064114332199097,0,2,1,19,35,Attribute Recognition
local,7,0,6014,27542,27542,14,6000,21528,0.0002532005310058594,0.1048583984375,0.9975911378860474,115.41861724853516,0.0009245872497558594,0.0009937286376953125,0.5180214047431946,0.2995467782020569,0.4795697331428528,0,2,1,19,35,Attribute Recognition
local,7,1,6014,27542,27542,14,6000,21528,0.0011758804321289062,0.28369140625,0.9958721995353699,67.24010467529297,0.0025157928466796875,0.034515380859375,0.9320628643035889,3.823704481124878,0.063809335231781,0,2,1,19,35,Attribute Recognition
local,7,2,6014,27542,27542,14,6000,21528,0.00412750244140625,0.27490234375,0.9852076768875122,18.56256675720215,0.0019245147705078125,0.019805908203125,0.9114368557929993,2.8682680130004883,0.07377082109451294,0,2,1,19,35,Attribute Recognition
